geodata_id,geodata_name,geodata_tags,geodata_geom,osm_id,osm_name,osm_tags,osm_geom,tot_score,name_dist,tag_dist,spatial_dist (meters),status
469,ΠΕΡΙΠΤΕΡΟ,Αγαθά - υπηρεσίες|Περίπτερα|_,POINT (23.8082153986403924 38.0493432022779601),4416045673,[],"[('addr:city', 'Μαρούσι'), ('addr:street', 'Κηφισίας'), ('shop', 'kiosk')]",POINT (23.8080023 38.04911250000001),0.89,0,89,40.3274513148604,True
470,ΚΡΗΣΣΑ ΓΗ,Φαγητό και ποτό|Εστιατόρια|Ελληνική κουζίνα,POINT (23.8000997905990843 38.0493558218465893),6477438239,['Κρήσσα Γη'],"[('addr:city', 'Μαρούσι'), ('addr:housenumber', '23'), ('addr:street', 'Αγίου Κωνσταντίνου'), ('amenity', 'restaurant'), ('cuisine', 'greek;mediterranean'), ('email', 'krissa_gi@hotmail.com'), ('facebook', 'https://el-gr.facebook.com/KrissaGi/'), ('name', 'Κρήσσα Γη'), ('outdoor_seating', 'yes'), ('phone', '2108056666'), ('takeaway', 'yes'), ('website', 'http://www.krissagi.com')]",POINT (23.7999171 38.04946829999999),0.8940000000000001,89,90,25.81488054950639,True
495,ΦΑΡΜΑΚΕΙΟ ΑΡΤΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ Δ.,Περίθαλψη|Φαρμακεία|_,POINT (23.7900282590672703 38.0503662583802367),6116506322,[],"[('addr:street', 'Βύρωνος'), ('amenity', 'pharmacy')]",POINT (23.7900165 38.05029509999999),0.89,0,89,10.144014219031028,True
499,ΦΑΡΜΑΚΕΙΟ ΜΕΣΗΜΕΡΗΣ ΠΕΡΙΚΛΗΣ,Περίθαλψη|Φαρμακεία|_,POINT (23.8107799470205279 38.0506074912691332),6199168528,[],"[('addr:street', 'Δημητρίου Γούναρη'), ('amenity', 'pharmacy')]",POINT (23.8124357 38.0502307),0.89,0,89,191.85955399660682,True
515,ΦΑΡΜΑΚΕΙΟ ΧΑΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ,Περίθαλψη|Φαρμακεία|_,POINT (23.8174175501253877 38.0511192123616553),6193655469,[],"[('addr:street', 'Πεντέλης'), ('amenity', 'pharmacy')]",POINT (23.8187612 38.05231879999999),0.89,0,89,226.1200539181707,True
526,ΦΑΡΜΑΚΕΙΟ,Περίθαλψη|Φαρμακεία|_,POINT (23.8177861204387114 38.0515196382035299),6193655469,[],"[('addr:street', 'Πεντέλης'), ('amenity', 'pharmacy')]",POINT (23.8187612 38.05231879999999),0.89,0,89,156.66971003200496,True
527,ΦΑΡΜΑΚΕΙΟ ΔΕΡΔΕΛΗΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ,Περίθαλψη|Φαρμακεία|_,POINT (23.8058777823761503 38.0515676860282710),4401046916,[],"[('addr:city', 'Μαρούσι'), ('addr:housenumber', '13'), ('addr:street', 'Χατζηαντωνίου'), ('amenity', 'pharmacy')]",POINT (23.8063322 38.0537064),0.89,0,89,306.5482267777138,True
537,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ,Δημόσιος τομέας|Δημόσιες υπηρεσίες|Δημαρχεία,POINT (23.8087349540744704 38.0518012203392288),198878247,['Δημαρχείο Αμαρουσίου'],"[('addr:city', 'Μαρούσι'), ('addr:housenumber', '9'), ('addr:street', 'Βασιλίσσης Σοφίας'), ('amenity', 'townhall'), ('building', 'yes'), ('name', 'Δημαρχείο Αμαρουσίου')]",POINT (23.8083198 38.05250709999997),0.8240000000000001,78,89,109.97032828872685,True
551,ΦΑΡΜΑΚΕΙΟ ΠΕΤΡΙΤΣΗ ΓΕΩΡΓΙΑ,Περίθαλψη|Φαρμακεία|_,POINT (23.8191744360955404 38.0523154512000161),6193655469,[],"[('addr:street', 'Πεντέλης'), ('amenity', 'pharmacy')]",POINT (23.8187612 38.05231879999999),0.89,0,89,46.00366766897589,True
560,ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,Διάφορα|Θρησκευτικοί χώροι|Εκκλησίες,POINT (23.8013540882491057 38.0524814390290231),208617712,['Άγιοι Ανάργυροι'],"[('amenity', 'place_of_worship'), ('building', 'yes'), ('denomination', 'greek_orthodox'), ('name', 'Άγιοι Ανάργυροι'), ('religion', 'christian')]",POINT (23.8013737 38.05245219999998),0.7020000000000001,87,45,4.674576619325888,True
